@relation mfeat-weka.filters.unsupervised.instance.RemovePercentage-P33.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.319931,0.190583,0.167521,0.130856,0.379159,0.097042,0.378857,0.455148,0.280388,0.039501,0.171602,0.305668,0.255361,0.067978,0.155015,0.127234,0.215188,0.278913,0.060218,0.070775,0.243101,0.110589,0.125529,0.129561,0.213882,0.024807,0.187108,0.134318,0.050088,0.05283,0.156576,0.064392,0.125642,0.174942,0.108904,0.06083,0.142143,0.061236,0.139325,0.042756,0.110815,0.028671,0.177768,0.016192,0.092846,0.047237,0.145036,0.143523,0.063743,0.162006,0.128219,0.038033,0.179125,0.098579,0.047039,0.04883,0.075127,0.078576,0.048001,0.111934,0.112697,0.037706,0.14992,0.229097,0.005015,0.194981,0.254582,0.225352,0.246664,0.295152,0.214291,0.043385,0.296844,0.253242,0.065597,0.114253,7
0.339053,0.172634,0.209342,0.182132,0.45924,0.074793,0.247681,0.430101,0.418332,0.092191,0.240907,0.210245,0.327406,0.147347,0.203327,0.084903,0.115522,0.323752,0.242472,0.097125,0.181267,0.106171,0.033158,0.21684,0.168586,0.035319,0.06962,0.132119,0.119192,0.061734,0.092431,0.006825,0.102638,0.166127,0.025575,0.098944,0.010816,0.094734,0.127569,0.053866,0.045399,0.063198,0.109773,0.131686,0.057336,0.038931,0.105232,0.011974,0.014067,0.127288,0.058636,0.054632,0.102507,0.10639,0.060134,0.078221,0.065324,0.106291,0.012474,0.199391,0.126708,0.032964,0.208427,0.17898,0.031338,0.221695,0.241729,0.131216,0.284726,0.259349,0.172478,0.128727,0.240891,0.233888,0.115321,0.066623,7
0.197791,0.707318,0.154011,0.614481,0.043016,0.14642,0.20214,0.198554,0.194384,0.076585,0.11967,0.210678,0.094051,0.198115,0.105952,0.110936,0.126559,0.115211,0.104479,0.111542,0.099709,0.140246,0.092014,0.066303,0.122481,0.120254,0.089494,0.08675,0.037331,0.104913,0.105738,0.095983,0.073712,0.034287,0.105788,0.120692,0.056061,0.060225,0.056134,0.088754,0.09966,0.075528,0.037732,0.058171,0.101956,0.087597,0.057604,0.042655,0.077299,0.091458,0.080951,0.025735,0.070891,0.084571,0.104005,0.046074,0.075188,0.079211,0.105031,0.082191,0.104498,0.095531,0.098883,0.099385,0.133521,0.150136,0.071215,0.063833,0.189412,0.212266,0.09618,0.108939,0.210976,0.314255,0.271556,0.349845,7
0.101631,0.140267,0.284945,0.063094,0.042194,0.16483,0.475077,0.244556,0.400581,0.038081,0.181306,0.116003,0.096442,0.203398,0.084054,0.133446,0.036392,0.097219,0.156593,0.112285,0.051307,0.036811,0.141727,0.088033,0.09481,0.03524,0.044062,0.081306,0.057815,0.053911,0.064519,0.038148,0.049325,0.061945,0.057863,0.079014,0.030512,0.014404,0.070294,0.092477,0.093222,0.04878,0.016031,0.030804,0.068206,0.073233,0.057998,0.0158,0.093149,0.020781,0.065355,0.077275,0.098274,0.042202,0.039692,0.09405,0.058484,0.093116,0.015257,0.113672,0.030243,0.101878,0.081966,0.051589,0.080934,0.106401,0.143427,0.117142,0.165548,0.107719,0.098139,0.168098,0.262554,0.324337,0.175393,0.15329,7
0.301779,0.223957,0.293217,0.132008,0.384293,0.122872,0.39535,0.460448,0.268948,0.023005,0.150027,0.243177,0.288216,0.103747,0.157448,0.136328,0.086056,0.26798,0.147534,0.068341,0.159561,0.202598,0.018636,0.128657,0.129415,0.111402,0.124002,0.191823,0.091101,0.071853,0.117543,0.105698,0.062827,0.158269,0.109907,0.039113,0.097518,0.091589,0.017078,0.013427,0.091717,0.057416,0.068674,0.11682,0.114916,0.046379,0.066288,0.055401,0.057597,0.092484,0.059722,0.149144,0.107019,0.060811,0.147361,0.150981,0.064122,0.128736,0.12246,0.148729,0.135755,0.102774,0.196793,0.213832,0.072883,0.238185,0.236828,0.145763,0.268195,0.273675,0.160706,0.038609,0.260207,0.189573,0.054815,0.136695,7
0.27877,0.301329,0.373019,0.249654,0.515153,0.075593,0.386645,0.376527,0.148584,0.17547,0.205078,0.240742,0.200478,0.182905,0.157034,0.098962,0.166606,0.240161,0.139111,0.124735,0.164194,0.172115,0.08703,0.066993,0.085819,0.092917,0.193661,0.033012,0.106366,0.121536,0.202782,0.134225,0.054078,0.112693,0.110898,0.20893,0.106023,0.043657,0.079517,0.19205,0.117521,0.065732,0.099795,0.154153,0.04262,0.032493,0.166469,0.058237,0.09159,0.141126,0.118805,0.05811,0.060018,0.208259,0.075849,0.101627,0.202323,0.112473,0.161299,0.106705,0.11853,0.225468,0.123594,0.188085,0.214589,0.301798,0.087308,0.215455,0.420408,0.085189,0.229093,0.105662,0.153915,0.12152,0.107414,0.038567,7
0.295023,0.308299,0.441197,0.238269,0.359254,0.181427,0.327496,0.338953,0.156303,0.062436,0.156266,0.150758,0.324709,0.195608,0.209783,0.074334,0.007618,0.148728,0.174031,0.031156,0.111438,0.152435,0.076162,0.067009,0.133715,0.085186,0.079675,0.152289,0.116628,0.040167,0.093156,0.121396,0.100613,0.099846,0.079113,0.062347,0.079758,0.11797,0.082776,0.051927,0.074172,0.076606,0.073469,0.061546,0.068307,0.055726,0.137039,0.088502,0.048722,0.12296,0.042667,0.221377,0.123337,0.027469,0.213411,0.136997,0.019518,0.216923,0.142777,0.132466,0.217706,0.10006,0.149182,0.155916,0.088341,0.209163,0.202589,0.136744,0.257353,0.239239,0.146208,0.108734,0.247671,0.142004,0.07542,0.1016,7
0.30505,0.261996,0.334077,0.228068,0.422663,0.105654,0.332132,0.318697,0.318075,0.070676,0.280327,0.205342,0.256382,0.03487,0.213589,0.046116,0.180358,0.297748,0.158029,0.034138,0.07717,0.034682,0.171314,0.280044,0.134029,0.041897,0.06894,0.080165,0.181311,0.107931,0.059414,0.075202,0.072387,0.104378,0.023687,0.05209,0.109782,0.112479,0.046696,0.046178,0.069359,0.085428,0.137138,0.107064,0.054424,0.119211,0.134842,0.034873,0.104514,0.132563,0.018319,0.126532,0.118722,0.046519,0.149651,0.091033,0.045321,0.199075,0.085747,0.062082,0.236778,0.101786,0.142671,0.104262,0.100121,0.185197,0.177497,0.154454,0.258516,0.22955,0.162509,0.161794,0.255465,0.188103,0.072339,0.148242,7
0.263714,0.224209,0.381885,0.141703,0.275559,0.189463,0.409683,0.368079,0.141445,0.113285,0.058112,0.204168,0.223543,0.115203,0.037019,0.189873,0.116934,0.028798,0.079428,0.174578,0.072027,0.081685,0.052958,0.181489,0.06989,0.130653,0.028913,0.077033,0.040729,0.148596,0.034401,0.075991,0.078908,0.099809,0.049991,0.06846,0.09009,0.095675,0.011314,0.064288,0.096448,0.101666,0.045445,0.081962,0.063229,0.144018,0.016658,0.087531,0.154961,0.031422,0.107983,0.086452,0.051255,0.127018,0.095495,0.079897,0.153694,0.090636,0.090401,0.031632,0.063362,0.121067,0.081947,0.225995,0.110205,0.112823,0.273277,0.201811,0.172361,0.298611,0.216033,0.030831,0.313865,0.214127,0.011986,0.135847,7
0.137676,0.432257,0.34166,0.160751,0.267669,0.232906,0.325714,0.113227,0.291159,0.209034,0.015446,0.122704,0.21442,0.074195,0.127645,0.099066,0.163496,0.079736,0.048667,0.179627,0.037968,0.072499,0.141265,0.060372,0.107849,0.066775,0.126201,0.087882,0.02852,0.137341,0.048783,0.091435,0.11707,0.071014,0.101279,0.018505,0.111284,0.088964,0.035645,0.090968,0.049879,0.101442,0.071888,0.049642,0.143371,0.110485,0.064448,0.048514,0.148236,0.118483,0.014395,0.025306,0.132973,0.105094,0.050951,0.068751,0.166654,0.087575,0.028151,0.068268,0.12014,0.097875,0.091203,0.125969,0.198971,0.074847,0.038654,0.043718,0.106544,0.116237,0.121078,0.181806,0.293582,0.150287,0.189157,0.190399,7
0.338638,0.250142,0.358626,0.276896,0.337517,0.155046,0.310807,0.373003,0.273951,0.04849,0.131538,0.202998,0.330522,0.145336,0.143622,0.117288,0.017414,0.18794,0.137272,0.090936,0.049594,0.190065,0.029362,0.108033,0.047466,0.187189,0.100652,0.119295,0.120365,0.181602,0.121792,0.134976,0.0372,0.117947,0.130556,0.133476,0.069734,0.103328,0.102037,0.13163,0.094524,0.105869,0.059423,0.150615,0.121027,0.141504,0.029386,0.055493,0.17054,0.028984,0.067817,0.044835,0.038839,0.058529,0.09189,0.107547,0.074444,0.134204,0.126016,0.041966,0.14018,0.133692,0.093677,0.114988,0.089986,0.146417,0.205411,0.12238,0.219667,0.26732,0.135848,0.133552,0.288365,0.215962,0.022199,0.215823,7
0.268993,0.262188,0.394234,0.165017,0.398836,0.124603,0.333326,0.383154,0.24463,0.060705,0.180676,0.196883,0.278398,0.11686,0.234149,0.057487,0.085896,0.222821,0.134636,0.039014,0.115381,0.168459,0.157728,0.085217,0.099154,0.104731,0.17645,0.113795,0.085493,0.051384,0.181489,0.11221,0.062905,0.058562,0.143444,0.100529,0.10371,0.038765,0.086265,0.088051,0.132782,0.081042,0.044795,0.093441,0.099142,0.129857,0.093387,0.09182,0.090171,0.075004,0.09058,0.172767,0.074136,0.106897,0.227986,0.072832,0.087598,0.23679,0.117063,0.078392,0.258174,0.10877,0.127921,0.087398,0.102626,0.204639,0.151818,0.100514,0.285288,0.197824,0.164038,0.107968,0.270924,0.15387,0.07411,0.202407,7
0.278063,0.10691,0.186742,0.224904,0.116403,0.175097,0.405562,0.478728,0.156447,0.194736,0.145548,0.056074,0.193103,0.079129,0.200184,0.135201,0.115982,0.164646,0.128193,0.094073,0.140652,0.061332,0.062874,0.160907,0.160431,0.080924,0.06301,0.113026,0.035177,0.135916,0.115761,0.103458,0.04539,0.025557,0.103247,0.139812,0.047137,0.025511,0.105766,0.138576,0.091779,0.045657,0.117166,0.038148,0.078182,0.078971,0.11961,0.082997,0.155204,0.051063,0.041728,0.101162,0.079205,0.123129,0.059109,0.062648,0.087571,0.095805,0.112156,0.115246,0.198083,0.117131,0.023953,0.059704,0.057184,0.126514,0.079254,0.131496,0.119784,0.108659,0.180265,0.171271,0.267559,0.344996,0.160787,0.159566,7
0.263356,0.086131,0.174788,0.223105,0.201352,0.187972,0.498515,0.414525,0.072482,0.145834,0.132405,0.218025,0.181057,0.250227,0.116409,0.193821,0.077674,0.175083,0.077222,0.140229,0.089832,0.029989,0.15322,0.154724,0.102871,0.029115,0.144626,0.055519,0.103284,0.056923,0.142274,0.067865,0.074171,0.131759,0.130513,0.116846,0.09151,0.074597,0.037875,0.129078,0.071954,0.068759,0.04064,0.098149,0.099299,0.103366,0.008332,0.030083,0.088216,0.044355,0.033323,0.057866,0.089152,0.030023,0.109186,0.143307,0.075243,0.165001,0.092163,0.052548,0.158197,0.06669,0.084678,0.014691,0.092064,0.068303,0.098733,0.186882,0.023283,0.233909,0.279661,0.157812,0.307412,0.321661,0.072119,0.042975,7
0.326852,0.222227,0.329164,0.247299,0.420701,0.093312,0.310359,0.426253,0.329206,0.040175,0.202792,0.175604,0.301108,0.104241,0.221161,0.052318,0.086993,0.267854,0.202319,0.062958,0.130863,0.15834,0.105462,0.168144,0.109193,0.068146,0.142796,0.14173,0.053113,0.011353,0.124656,0.130497,0.03561,0.095091,0.102072,0.109168,0.091653,0.084506,0.049765,0.120726,0.107156,0.058972,0.059582,0.137449,0.091472,0.087652,0.050214,0.137794,0.066236,0.053862,0.173605,0.134264,0.073478,0.161572,0.171331,0.024885,0.116726,0.207454,0.033915,0.173358,0.222712,0.063279,0.226797,0.147766,0.050876,0.276246,0.202601,0.08987,0.317343,0.244337,0.128536,0.065775,0.251634,0.18312,0.023965,0.133646,7
0.117928,0.241663,0.277975,0.103761,0.123404,0.163571,0.430652,0.295165,0.343226,0.12887,0.067813,0.093059,0.222725,0.20422,0.098725,0.010529,0.076599,0.031613,0.137478,0.072469,0.067431,0.109702,0.014978,0.035785,0.071838,0.12086,0.092927,0.065908,0.06497,0.090396,0.14775,0.086372,0.051908,0.045817,0.109382,0.114932,0.06846,0.069379,0.080855,0.108644,0.064652,0.031522,0.077318,0.064673,0.060271,0.078641,0.049183,0.126921,0.088439,0.092759,0.095979,0.100549,0.107287,0.101173,0.14676,0.061028,0.125757,0.108187,0.107499,0.122167,0.118468,0.150619,0.055939,0.0704,0.073915,0.139294,0.158669,0.106971,0.15863,0.085381,0.094396,0.050802,0.284634,0.295967,0.134466,0.148961,7
0.162872,0.234463,0.316539,0.208328,0.2778,0.156172,0.392761,0.334051,0.309232,0.210676,0.123833,0.165819,0.290394,0.16138,0.091624,0.085668,0.096227,0.218956,0.183694,0.077299,0.107662,0.087962,0.160556,0.096362,0.030354,0.086669,0.146079,0.070796,0.035374,0.049567,0.019766,0.090501,0.062937,0.077989,0.018392,0.093642,0.083014,0.098764,0.043521,0.069522,0.100459,0.120117,0.014766,0.068986,0.015258,0.106021,0.058839,0.082137,0.067818,0.049881,0.058978,0.012837,0.072702,0.092898,0.020426,0.055694,0.048926,0.126281,0.085141,0.076967,0.165195,0.096431,0.077283,0.049611,0.180905,0.134434,0.031965,0.128003,0.08326,0.065324,0.02949,0.094289,0.274289,0.231097,0.150732,0.267244,7
0.318106,0.315925,0.377654,0.278072,0.563544,0.063453,0.295947,0.307534,0.265683,0.231792,0.351596,0.190884,0.16516,0.056763,0.133334,0.166695,0.217559,0.330238,0.116213,0.24778,0.055774,0.092094,0.261329,0.192515,0.146636,0.125688,0.063899,0.209596,0.212307,0.027282,0.108407,0.089178,0.161907,0.191741,0.073029,0.101182,0.045013,0.156752,0.186415,0.065185,0.067907,0.03183,0.134334,0.20192,0.127482,0.135345,0.222058,0.046779,0.031377,0.237215,0.09779,0.06773,0.1536,0.211926,0.063739,0.171407,0.215495,0.06083,0.206351,0.135598,0.027179,0.209852,0.18369,0.172941,0.182469,0.310065,0.127693,0.150166,0.387149,0.167272,0.116637,0.15717,0.130366,0.145233,0.117658,0.017241,7
0.237642,0.305023,0.377428,0.188496,0.507361,0.057158,0.325021,0.300991,0.313813,0.180289,0.323307,0.191975,0.204702,0.100537,0.241728,0.112681,0.169163,0.326562,0.076799,0.17138,0.094608,0.016747,0.223138,0.217781,0.096429,0.170757,0.050505,0.139757,0.179946,0.179784,0.05599,0.021526,0.204387,0.17441,0.075682,0.015085,0.104982,0.125314,0.151262,0.113022,0.059391,0.090809,0.073777,0.152814,0.139326,0.09706,0.10416,0.148677,0.197716,0.007878,0.086945,0.046516,0.115648,0.138579,0.019893,0.171436,0.196885,0.112214,0.1365,0.115894,0.198106,0.012632,0.052707,0.084208,0.087753,0.163219,0.071491,0.228489,0.305807,0.124847,0.245576,0.226277,0.19425,0.216351,0.158789,0.139496,7
0.302427,0.278061,0.311569,0.242336,0.455615,0.093319,0.304353,0.37238,0.312997,0.074231,0.258027,0.172667,0.280931,0.054333,0.242951,0.067654,0.135032,0.282534,0.176359,0.129112,0.086296,0.106802,0.091857,0.244742,0.034723,0.058864,0.047928,0.142151,0.038071,0.08861,0.09384,0.08492,0.144861,0.107428,0.119891,0.012947,0.176509,0.07001,0.152142,0.040657,0.1364,0.058162,0.183765,0.079061,0.118422,0.075645,0.088152,0.158676,0.095677,0.085032,0.178202,0.091461,0.066782,0.188935,0.110086,0.048168,0.17662,0.152734,0.06025,0.207578,0.198877,0.082979,0.2306,0.160873,0.081851,0.321934,0.169065,0.078032,0.372933,0.230012,0.076992,0.068673,0.252384,0.152025,0.065079,0.068864,7
0.110925,0.147158,0.416737,0.084187,0.264962,0.250176,0.487682,0.159577,0.236984,0.128365,0.27903,0.207301,0.068468,0.31304,0.026191,0.068222,0.084685,0.207202,0.137448,0.207246,0.144304,0.132458,0.104029,0.125865,0.11531,0.114814,0.027599,0.036513,0.104923,0.201193,0.197813,0.073774,0.057026,0.058797,0.059125,0.125933,0.14263,0.086656,0.0575,0.131282,0.126252,0.145454,0.073248,0.111915,0.175851,0.130171,0.039731,0.004322,0.093925,0.06569,0.047269,0.127255,0.126191,0.119839,0.126389,0.058197,0.051319,0.070405,0.076905,0.075296,0.23117,0.097043,0.086573,0.051624,0.107608,0.004954,0.126059,0.183544,0.221759,0.254689,0.136186,0.134175,0.165021,0.208378,0.242387,0.099352,7
0.332424,0.255662,0.323768,0.198593,0.307179,0.176901,0.355288,0.421009,0.242063,0.066259,0.09675,0.190548,0.33695,0.172818,0.086532,0.131642,0.032937,0.177068,0.181222,0.129011,0.066661,0.164179,0.035668,0.082973,0.081803,0.154344,0.043229,0.109993,0.066685,0.151799,0.06521,0.121077,0.043712,0.025206,0.070751,0.125471,0.046359,0.085651,0.093001,0.12456,0.052129,0.107737,0.056394,0.067057,0.061251,0.139271,0.026783,0.100703,0.155574,0.060799,0.130835,0.033243,0.076098,0.130437,0.043297,0.090869,0.130257,0.052993,0.095047,0.018784,0.068455,0.101711,0.071804,0.20005,0.091735,0.120217,0.260493,0.22036,0.171384,0.277002,0.25024,0.049771,0.273678,0.218698,0.014143,0.107692,7
0.244235,0.265688,0.421212,0.185733,0.433069,0.087856,0.336826,0.371822,0.253998,0.12728,0.247071,0.119513,0.301815,0.100766,0.287443,0.08053,0.036022,0.203048,0.143528,0.133843,0.118921,0.088701,0.156608,0.152334,0.126333,0.065962,0.044426,0.207945,0.120026,0.14927,0.0752,0.080963,0.084845,0.153701,0.120234,0.028467,0.053474,0.180194,0.098245,0.070059,0.056513,0.095954,0.153453,0.110215,0.095634,0.062146,0.102879,0.146119,0.141288,0.055882,0.14902,0.048688,0.082777,0.128664,0.02759,0.173701,0.141884,0.095179,0.157157,0.142113,0.218765,0.048878,0.116259,0.044997,0.081888,0.167858,0.076932,0.231906,0.288589,0.116751,0.253345,0.18583,0.229766,0.179507,0.146504,0.153065,7
0.27716,0.254037,0.415328,0.237696,0.38267,0.138199,0.337742,0.418756,0.215203,0.107244,0.084263,0.150007,0.209261,0.196866,0.057435,0.133113,0.148118,0.148609,0.062851,0.105596,0.138508,0.136103,0.092893,0.106082,0.126635,0.12609,0.064529,0.064323,0.059519,0.128397,0.074587,0.036528,0.066134,0.104757,0.10363,0.047117,0.045137,0.081369,0.039601,0.053514,0.032453,0.094256,0.089354,0.039166,0.120468,0.135947,0.071705,0.029588,0.139058,0.078796,0.03397,0.060343,0.110957,0.027375,0.065048,0.083792,0.075406,0.02918,0.109345,0.130268,0.041728,0.132453,0.199122,0.096543,0.128481,0.245413,0.176784,0.066648,0.286737,0.223621,0.084178,0.209333,0.240663,0.101701,0.127725,0.189529,7
0.265495,0.31344,0.360877,0.118735,0.500992,0.034735,0.28896,0.364055,0.314643,0.173926,0.391111,0.140598,0.100679,0.116326,0.277642,0.199593,0.213893,0.273764,0.054394,0.239604,0.077414,0.154329,0.267852,0.176329,0.11749,0.263498,0.048351,0.155979,0.251653,0.225735,0.166411,0.119079,0.058259,0.265396,0.171426,0.087405,0.113976,0.186846,0.095533,0.075107,0.218421,0.039579,0.131688,0.144564,0.097138,0.048639,0.014795,0.08168,0.116957,0.014529,0.050191,0.094113,0.057476,0.062125,0.017383,0.083217,0.160299,0.059249,0.070357,0.099257,0.149979,0.040336,0.024187,0.075148,0.094255,0.096347,0.034814,0.140042,0.28987,0.107102,0.204157,0.179335,0.226459,0.194645,0.163236,0.226822,7
0.341512,0.134613,0.103239,0.209542,0.298399,0.13266,0.465056,0.475791,0.202777,0.136408,0.054526,0.296169,0.263709,0.11811,0.116027,0.18428,0.091775,0.140435,0.087141,0.130666,0.126941,0.097154,0.067331,0.065728,0.129063,0.097114,0.063087,0.129841,0.154074,0.103228,0.091812,0.126959,0.106889,0.050654,0.107259,0.104296,0.099617,0.080219,0.104504,0.085181,0.098808,0.068652,0.083464,0.050897,0.118439,0.137593,0.067636,0.121845,0.1295,0.085597,0.124807,0.065025,0.107482,0.116225,0.103281,0.192454,0.112819,0.124828,0.225614,0.103563,0.125747,0.222601,0.091594,0.061836,0.17714,0.105809,0.156817,0.146236,0.15406,0.263117,0.213551,0.143688,0.29321,0.254395,0.150988,0.038967,7
0.11985,0.345544,0.380222,0.110238,0.406872,0.284458,0.346458,0.3006,0.364795,0.088626,0.255068,0.183559,0.13105,0.181088,0.19561,0.190436,0.129823,0.071907,0.124756,0.061862,0.036113,0.192105,0.082304,0.167261,0.054541,0.131224,0.139769,0.056229,0.021251,0.113876,0.029079,0.023621,0.119523,0.023614,0.118533,0.069166,0.093504,0.078242,0.034081,0.015385,0.059007,0.015204,0.058281,0.054931,0.039109,0.106111,0.098819,0.067503,0.176739,0.071002,0.073102,0.179763,0.063028,0.026599,0.106822,0.166742,0.149367,0.204488,0.100319,0.024253,0.150492,0.152856,0.060609,0.092112,0.037858,0.153657,0.170194,0.088377,0.094253,0.206365,0.318214,0.191034,0.31476,0.115607,0.171352,0.318915,7
0.289174,0.274282,0.381218,0.272247,0.601126,0.07333,0.287976,0.304935,0.257788,0.27533,0.371231,0.152864,0.182512,0.052185,0.116485,0.291027,0.143673,0.338224,0.093179,0.257761,0.162022,0.1667,0.294628,0.202399,0.142152,0.11885,0.1172,0.208939,0.312097,0.016163,0.181406,0.06977,0.025824,0.314669,0.141877,0.094657,0.070478,0.115581,0.221155,0.102845,0.050763,0.099223,0.142983,0.088449,0.013364,0.165691,0.046229,0.110491,0.081088,0.105531,0.141477,0.107764,0.131313,0.081238,0.202635,0.014833,0.117519,0.138496,0.10972,0.090331,0.032639,0.151329,0.131119,0.220833,0.129889,0.074639,0.249309,0.172597,0.30671,0.106742,0.302283,0.197172,0.091022,0.274112,0.232882,0.026555,7
0.273827,0.178144,0.371068,0.19667,0.275346,0.171837,0.407069,0.417257,0.133461,0.126017,0.049597,0.154675,0.254686,0.080441,0.059757,0.159851,0.145722,0.011762,0.078021,0.146856,0.083387,0.081484,0.033604,0.178673,0.068899,0.128224,0.079974,0.10484,0.054231,0.144502,0.095477,0.008647,0.059672,0.134418,0.104417,0.063342,0.096536,0.098954,0.021624,0.08663,0.102386,0.046141,0.080069,0.09861,0.098814,0.143616,0.026293,0.127714,0.143117,0.053122,0.124804,0.085097,0.065633,0.132078,0.087634,0.136587,0.136405,0.09287,0.144725,0.012458,0.089867,0.140008,0.039576,0.174667,0.13154,0.101892,0.220468,0.232914,0.162126,0.289969,0.219169,0.091849,0.293749,0.243304,0.022902,0.066453,7
0.320411,0.214968,0.234595,0.210404,0.428074,0.086411,0.340593,0.417595,0.351606,0.04862,0.175755,0.235316,0.300147,0.081998,0.176614,0.102887,0.113087,0.256398,0.219414,0.086004,0.162377,0.12066,0.03708,0.140638,0.162078,0.05512,0.067068,0.076991,0.161853,0.030349,0.048575,0.056664,0.078108,0.14771,0.057062,0.050231,0.061577,0.117649,0.020504,0.064639,0.04176,0.113774,0.027395,0.108899,0.069003,0.080272,0.13949,0.083886,0.053481,0.160786,0.100625,0.07172,0.164482,0.111413,0.11715,0.063921,0.103398,0.146916,0.018937,0.213084,0.169908,0.01329,0.267675,0.190408,0.035883,0.305104,0.244723,0.081918,0.327485,0.260595,0.133137,0.085745,0.262416,0.175405,0.117997,0.091673,7
0.039205,0.18316,0.424266,0.213348,0.271082,0.18971,0.449698,0.228839,0.184609,0.113536,0.288677,0.233802,0.161163,0.184536,0.050804,0.120167,0.120536,0.205849,0.121297,0.148282,0.16781,0.170508,0.117083,0.169589,0.071666,0.048825,0.030005,0.154092,0.161766,0.182086,0.148008,0.100498,0.100059,0.044215,0.089363,0.097079,0.051334,0.049913,0.097264,0.159863,0.163201,0.093689,0.024862,0.022748,0.13233,0.131343,0.087529,0.033935,0.049656,0.034885,0.035519,0.10183,0.164938,0.109807,0.132459,0.054404,0.095521,0.010142,0.084993,0.078427,0.216199,0.121063,0.101477,0.099139,0.124824,0.037525,0.132244,0.258626,0.220695,0.273667,0.151845,0.151623,0.159617,0.262422,0.133663,0.052569,7
0.251308,0.320474,0.353131,0.103545,0.253005,0.192372,0.423231,0.326618,0.215873,0.144042,0.100882,0.12784,0.176427,0.067636,0.053519,0.151993,0.14437,0.112208,0.105746,0.138069,0.119203,0.037851,0.067546,0.158195,0.129257,0.024957,0.096003,0.119189,0.068889,0.032243,0.130007,0.069425,0.057272,0.052344,0.141333,0.057855,0.096746,0.061478,0.054406,0.056501,0.124561,0.060937,0.053896,0.02461,0.132921,0.027717,0.090215,0.052977,0.019537,0.109814,0.071968,0.049802,0.123601,0.080078,0.033331,0.156391,0.113596,0.051227,0.150876,0.143798,0.065212,0.126415,0.152422,0.197879,0.134352,0.180027,0.245274,0.130495,0.17958,0.30403,0.140048,0.158523,0.311044,0.158419,0.095349,0.106784,7
0.328743,0.269134,0.306068,0.220677,0.516243,0.059846,0.350705,0.433735,0.30131,0.169456,0.273808,0.249947,0.1982,0.040794,0.1762,0.037644,0.208538,0.263296,0.172951,0.163815,0.164668,0.030132,0.145368,0.159786,0.057486,0.16504,0.138225,0.046378,0.042719,0.185703,0.017286,0.185968,0.128222,0.059851,0.120189,0.166402,0.054037,0.129545,0.103414,0.048705,0.146138,0.098215,0.069287,0.035471,0.156471,0.118464,0.151223,0.114449,0.090435,0.191132,0.071563,0.219905,0.149653,0.126574,0.202727,0.217518,0.211021,0.151119,0.26817,0.154283,0.031331,0.303698,0.222686,0.101342,0.245297,0.361267,0.086509,0.045277,0.429083,0.13587,0.09598,0.072826,0.16954,0.081321,0.040974,0.075445,7
0.29719,0.192858,0.360781,0.222905,0.291283,0.180108,0.366263,0.384879,0.147291,0.120667,0.048388,0.186741,0.300543,0.093524,0.114485,0.156354,0.102375,0.101428,0.065362,0.121536,0.053465,0.135012,0.043118,0.122779,0.082257,0.142153,0.073922,0.009929,0.06414,0.133008,0.107724,0.075739,0.028527,0.104927,0.125871,0.112382,0.081382,0.040284,0.057495,0.119115,0.123058,0.029908,0.071011,0.074292,0.124201,0.091052,0.078535,0.066873,0.117634,0.100756,0.078258,0.046563,0.098733,0.089102,0.090402,0.120702,0.104586,0.133058,0.123876,0.043376,0.135526,0.151169,0.03215,0.128732,0.143925,0.10203,0.201043,0.18039,0.155919,0.282938,0.226325,0.124883,0.300839,0.249252,0.050163,0.079548,7
